"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","MFP","TOT","AGRWTH","A","1989",1.714787,
"NZL","MFP","TOT","AGRWTH","A","1990",1.467153,
"NZL","MFP","TOT","AGRWTH","A","1991",-2.150581,
"NZL","MFP","TOT","AGRWTH","A","1992",2.448934,
"NZL","MFP","TOT","AGRWTH","A","1993",2.979691,
"NZL","MFP","TOT","AGRWTH","A","1994",0.824585,
"NZL","MFP","TOT","AGRWTH","A","1995",0.867516,
"NZL","MFP","TOT","AGRWTH","A","1996",0.067663,
"NZL","MFP","TOT","AGRWTH","A","1997",1.938148,
"NZL","MFP","TOT","AGRWTH","A","1998",-1.982431,
"NZL","MFP","TOT","AGRWTH","A","1999",0.987834,
"NZL","MFP","TOT","AGRWTH","A","2000",1.431676,
"NZL","MFP","TOT","AGRWTH","A","2001",0.993032,
"NZL","MFP","TOT","AGRWTH","A","2002",1.566122,
"NZL","MFP","TOT","AGRWTH","A","2003",1.01362,
"NZL","MFP","TOT","AGRWTH","A","2004",-1.043088,
"NZL","MFP","TOT","AGRWTH","A","2005",-0.917068,
"NZL","MFP","TOT","AGRWTH","A","2006",0.252002,
"NZL","MFP","TOT","AGRWTH","A","2007",2.400429,
"NZL","MFP","TOT","AGRWTH","A","2008",-4.076815,
"NZL","MFP","TOT","AGRWTH","A","2009",3.309507,
"NZL","MFP","TOT","AGRWTH","A","2010",-1.404419,
"NZL","MFP","TOT","AGRWTH","A","2011",1.099085,
"NZL","MFP","TOT","AGRWTH","A","2012",2.205153,
"NZL","MFP","TOT","AGRWTH","A","2013",-1.949298,
"NZL","MFP","TOT","AGRWTH","A","2014",0.000825,
"NZL","MFP","TOT","AGRWTH","A","2015",2.194907,
"NZL","MFP","TOT","AGRWTH","A","2016",-0.303374,
"NZL","MFP","TOT","AGRWTH","A","2017",0.200037,
"NZL","MFP","TOT","AGRWTH","A","2018",0.593685,
"NZL","MFP","TOT","AGRWTH","A","2019",-1.852303,
"PRT","MFP","TOT","AGRWTH","A","1985",3.038344,
"PRT","MFP","TOT","AGRWTH","A","1986",3.942169,
"PRT","MFP","TOT","AGRWTH","A","1987",3.078422,
"PRT","MFP","TOT","AGRWTH","A","1988",4.640986,
"PRT","MFP","TOT","AGRWTH","A","1989",3.065399,
"PRT","MFP","TOT","AGRWTH","A","1990",1.627049,
"PRT","MFP","TOT","AGRWTH","A","1991",3.511225,
"PRT","MFP","TOT","AGRWTH","A","1992",1.485396,
"PRT","MFP","TOT","AGRWTH","A","1993",-1.619708,
"PRT","MFP","TOT","AGRWTH","A","1994",-0.407683,
"PRT","MFP","TOT","AGRWTH","A","1995",1.00288,
"PRT","MFP","TOT","AGRWTH","A","1996",0.973586,
"PRT","MFP","TOT","AGRWTH","A","1997",1.093441,
"PRT","MFP","TOT","AGRWTH","A","1998",0.179851,
"PRT","MFP","TOT","AGRWTH","A","1999",0.71963,
"PRT","MFP","TOT","AGRWTH","A","2000",-0.131058,
"PRT","MFP","TOT","AGRWTH","A","2001",-0.45935,
"PRT","MFP","TOT","AGRWTH","A","2002",-0.748007,
"PRT","MFP","TOT","AGRWTH","A","2003",-1.179664,
"PRT","MFP","TOT","AGRWTH","A","2004",0.81354,
"PRT","MFP","TOT","AGRWTH","A","2005",-0.128312,
"PRT","MFP","TOT","AGRWTH","A","2006",0.653735,
"PRT","MFP","TOT","AGRWTH","A","2007",0.554552,
"PRT","MFP","TOT","AGRWTH","A","2008",-0.739126,
"PRT","MFP","TOT","AGRWTH","A","2009",-2.198509,
"PRT","MFP","TOT","AGRWTH","A","2010",1.603572,
"PRT","MFP","TOT","AGRWTH","A","2011",-0.105054,
"PRT","MFP","TOT","AGRWTH","A","2012",-0.919914,
"PRT","MFP","TOT","AGRWTH","A","2013",0.477567,
"PRT","MFP","TOT","AGRWTH","A","2014",-0.674008,
"PRT","MFP","TOT","AGRWTH","A","2015",0.258134,
"PRT","MFP","TOT","AGRWTH","A","2016",0.376311,
"PRT","MFP","TOT","AGRWTH","A","2017",1.05357,
"PRT","MFP","TOT","AGRWTH","A","2018",0.686454,
"ESP","MFP","TOT","AGRWTH","A","1985",2.822577,
"ESP","MFP","TOT","AGRWTH","A","1986",1.010159,
"ESP","MFP","TOT","AGRWTH","A","1987",1.175375,
"ESP","MFP","TOT","AGRWTH","A","1988",1.285905,
"ESP","MFP","TOT","AGRWTH","A","1989",1.052796,
"ESP","MFP","TOT","AGRWTH","A","1990",-0.63297,
"ESP","MFP","TOT","AGRWTH","A","1991",-0.117511,
"ESP","MFP","TOT","AGRWTH","A","1992",1.241222,
"ESP","MFP","TOT","AGRWTH","A","1993",0.803708,
"ESP","MFP","TOT","AGRWTH","A","1994",1.990353,
"ESP","MFP","TOT","AGRWTH","A","1995",0.353665,
"ESP","MFP","TOT","AGRWTH","A","1996",0.507035,
"ESP","MFP","TOT","AGRWTH","A","1997",-0.337151,
"ESP","MFP","TOT","AGRWTH","A","1998",-0.598719,
"ESP","MFP","TOT","AGRWTH","A","1999",-0.630474,
"ESP","MFP","TOT","AGRWTH","A","2000",0.192361,
"ESP","MFP","TOT","AGRWTH","A","2001",-0.271835,
"ESP","MFP","TOT","AGRWTH","A","2002",-0.468817,
"ESP","MFP","TOT","AGRWTH","A","2003",-0.350927,
"ESP","MFP","TOT","AGRWTH","A","2004",-0.302481,
"ESP","MFP","TOT","AGRWTH","A","2005",-0.158776,
"ESP","MFP","TOT","AGRWTH","A","2006",0.010242,
"ESP","MFP","TOT","AGRWTH","A","2007",0.212288,
"ESP","MFP","TOT","AGRWTH","A","2008",-0.957396,
"ESP","MFP","TOT","AGRWTH","A","2009",-0.221375,
"ESP","MFP","TOT","AGRWTH","A","2010",0.911959,
"ESP","MFP","TOT","AGRWTH","A","2011",0.00511,
"ESP","MFP","TOT","AGRWTH","A","2012",-0.248086,
"ESP","MFP","TOT","AGRWTH","A","2013",0.015613,
"ESP","MFP","TOT","AGRWTH","A","2014",0.168005,
"ESP","MFP","TOT","AGRWTH","A","2015",1.146579,
"ESP","MFP","TOT","AGRWTH","A","2016",0.655356,
"ESP","MFP","TOT","AGRWTH","A","2017",0.855921,
"ESP","MFP","TOT","AGRWTH","A","2018",-0.172629,
"SWE","MFP","TOT","AGRWTH","A","1985",-0.312209,
"SWE","MFP","TOT","AGRWTH","A","1986",0.873779,
"SWE","MFP","TOT","AGRWTH","A","1987",0.75131,
"SWE","MFP","TOT","AGRWTH","A","1988",-0.896249,
"SWE","MFP","TOT","AGRWTH","A","1989",-0.168858,
"SWE","MFP","TOT","AGRWTH","A","1990",-1.275513,
"SWE","MFP","TOT","AGRWTH","A","1991",-0.704923,
"SWE","MFP","TOT","AGRWTH","A","1992",0.294386,
"SWE","MFP","TOT","AGRWTH","A","1993",0.016324,
"SWE","MFP","TOT","AGRWTH","A","1994",1.974259,
"SWE","MFP","TOT","AGRWTH","A","1995",1.371082,
"SWE","MFP","TOT","AGRWTH","A","1996",0.357685,
"SWE","MFP","TOT","AGRWTH","A","1997",2.50166,
"SWE","MFP","TOT","AGRWTH","A","1998",1.529541,
"SWE","MFP","TOT","AGRWTH","A","1999",0.588245,
"SWE","MFP","TOT","AGRWTH","A","2000",2.014251,
"SWE","MFP","TOT","AGRWTH","A","2001",-0.513045,
"SWE","MFP","TOT","AGRWTH","A","2002",2.053392,
"SWE","MFP","TOT","AGRWTH","A","2003",2.138006,
"SWE","MFP","TOT","AGRWTH","A","2004",2.586398,
"SWE","MFP","TOT","AGRWTH","A","2005",1.577067,
"SWE","MFP","TOT","AGRWTH","A","2006",2.108329,
"SWE","MFP","TOT","AGRWTH","A","2007",0.003878,
"SWE","MFP","TOT","AGRWTH","A","2008",-2.549956,
"SWE","MFP","TOT","AGRWTH","A","2009",-2.857364,
"SWE","MFP","TOT","AGRWTH","A","2010",3.563689,
"SWE","MFP","TOT","AGRWTH","A","2011",0.754074,
"SWE","MFP","TOT","AGRWTH","A","2012",-1.242577,
"SWE","MFP","TOT","AGRWTH","A","2013",0.28799,
"SWE","MFP","TOT","AGRWTH","A","2014",0.866567,
"SWE","MFP","TOT","AGRWTH","A","2015",2.302878,
"SWE","MFP","TOT","AGRWTH","A","2016",-0.733147,
"SWE","MFP","TOT","AGRWTH","A","2017",0.210724,
"SWE","MFP","TOT","AGRWTH","A","2018",-0.125485,
"SWE","MFP","TOT","AGRWTH","A","2019",1.144066,
"CHE","MFP","TOT","AGRWTH","A","1992",-0.675511,
"CHE","MFP","TOT","AGRWTH","A","1993",-0.507501,
"CHE","MFP","TOT","AGRWTH","A","1994",-0.176217,
"CHE","MFP","TOT","AGRWTH","A","1995",0.173289,
"CHE","MFP","TOT","AGRWTH","A","1996",0.509848,
"CHE","MFP","TOT","AGRWTH","A","1997",1.501076,
"CHE","MFP","TOT","AGRWTH","A","1998",0.245532,
"CHE","MFP","TOT","AGRWTH","A","1999",-1.338154,
"CHE","MFP","TOT","AGRWTH","A","2000",1.895243,
"CHE","MFP","TOT","AGRWTH","A","2001",0.722435,
"CHE","MFP","TOT","AGRWTH","A","2002",-0.836803,
"CHE","MFP","TOT","AGRWTH","A","2003",-1.301087,
"CHE","MFP","TOT","AGRWTH","A","2004",0.3245,
"CHE","MFP","TOT","AGRWTH","A","2005",1.549601,
"CHE","MFP","TOT","AGRWTH","A","2006",1.702533,
"CHE","MFP","TOT","AGRWTH","A","2007",1.177853,
"CHE","MFP","TOT","AGRWTH","A","2008",0.164561,
"CHE","MFP","TOT","AGRWTH","A","2009",-2.935742,
"CHE","MFP","TOT","AGRWTH","A","2010",2.088214,
"CHE","MFP","TOT","AGRWTH","A","2011",-0.362252,
"CHE","MFP","TOT","AGRWTH","A","2012",-0.138708,
"CHE","MFP","TOT","AGRWTH","A","2013",1.092265,
"CHE","MFP","TOT","AGRWTH","A","2014",0.76312,
"CHE","MFP","TOT","AGRWTH","A","2015",-0.726495,
"CHE","MFP","TOT","AGRWTH","A","2016",0.36629,
"CHE","MFP","TOT","AGRWTH","A","2017",1.138162,
"CHE","MFP","TOT","AGRWTH","A","2018",2.124328,
"CHE","MFP","TOT","AGRWTH","A","2019",0.144989,
"GBR","MFP","TOT","AGRWTH","A","1985",0.926271,
"GBR","MFP","TOT","AGRWTH","A","1986",1.806745,
"GBR","MFP","TOT","AGRWTH","A","1987",2.933735,
"GBR","MFP","TOT","AGRWTH","A","1988",-0.154372,
"GBR","MFP","TOT","AGRWTH","A","1989",-0.591687,
"GBR","MFP","TOT","AGRWTH","A","1990",-0.661702,
"GBR","MFP","TOT","AGRWTH","A","1991",-0.433731,
"GBR","MFP","TOT","AGRWTH","A","1992",1.780253,
"GBR","MFP","TOT","AGRWTH","A","1993",1.953775,
"GBR","MFP","TOT","AGRWTH","A","1994",1.394385,
"GBR","MFP","TOT","AGRWTH","A","1995",0.121159,
"GBR","MFP","TOT","AGRWTH","A","1996",0.679943,
"GBR","MFP","TOT","AGRWTH","A","1997",4.255506,
"GBR","MFP","TOT","AGRWTH","A","1998",1.752895,
"GBR","MFP","TOT","AGRWTH","A","1999",2.101345,
"GBR","MFP","TOT","AGRWTH","A","2000",2.412052,
"GBR","MFP","TOT","AGRWTH","A","2001",1.392563,
"GBR","MFP","TOT","AGRWTH","A","2002",1.693704,
"GBR","MFP","TOT","AGRWTH","A","2003",2.465064,
"GBR","MFP","TOT","AGRWTH","A","2004",1.568106,
"GBR","MFP","TOT","AGRWTH","A","2005",0.628398,
"GBR","MFP","TOT","AGRWTH","A","2006",1.546907,
"GBR","MFP","TOT","AGRWTH","A","2007",0.954022,
"GBR","MFP","TOT","AGRWTH","A","2008",-0.487767,
"GBR","MFP","TOT","AGRWTH","A","2009",-3.165323,
"GBR","MFP","TOT","AGRWTH","A","2010",1.791633,
"GBR","MFP","TOT","AGRWTH","A","2011",-0.264554,
"GBR","MFP","TOT","AGRWTH","A","2012",-0.650508,
"GBR","MFP","TOT","AGRWTH","A","2013",0.28499,
"GBR","MFP","TOT","AGRWTH","A","2014",0.124287,
"GBR","MFP","TOT","AGRWTH","A","2015",1.248804,
"GBR","MFP","TOT","AGRWTH","A","2016",-0.746623,
"GBR","MFP","TOT","AGRWTH","A","2017",0.45092,
"GBR","MFP","TOT","AGRWTH","A","2018",0.037066,
"GBR","MFP","TOT","AGRWTH","A","2019",-0.263643,
"USA","MFP","TOT","AGRWTH","A","1985",0.975117,
"USA","MFP","TOT","AGRWTH","A","1986",1.238235,
"USA","MFP","TOT","AGRWTH","A","1987",0.228709,
"USA","MFP","TOT","AGRWTH","A","1988",0.786666,
"USA","MFP","TOT","AGRWTH","A","1989",0.435465,
"USA","MFP","TOT","AGRWTH","A","1990",0.666497,
"USA","MFP","TOT","AGRWTH","A","1991",0.031029,
"USA","MFP","TOT","AGRWTH","A","1992",2.561178,
"USA","MFP","TOT","AGRWTH","A","1993",0.162518,
"USA","MFP","TOT","AGRWTH","A","1994",0.790809,
"USA","MFP","TOT","AGRWTH","A","1995",-0.129058,
"USA","MFP","TOT","AGRWTH","A","1996",1.665216,
"USA","MFP","TOT","AGRWTH","A","1997",0.859605,
"USA","MFP","TOT","AGRWTH","A","1998",1.312185,
"USA","MFP","TOT","AGRWTH","A","1999",1.747057,
"USA","MFP","TOT","AGRWTH","A","2000",1.552226,
"USA","MFP","TOT","AGRWTH","A","2001",0.749249,
"USA","MFP","TOT","AGRWTH","A","2002",1.661067,
"USA","MFP","TOT","AGRWTH","A","2003",2.188375,
"USA","MFP","TOT","AGRWTH","A","2004",1.939881,
"USA","MFP","TOT","AGRWTH","A","2005",1.448781,
"USA","MFP","TOT","AGRWTH","A","2006",0.396812,
"USA","MFP","TOT","AGRWTH","A","2007",0.381816,
"USA","MFP","TOT","AGRWTH","A","2008",-0.160546,
"USA","MFP","TOT","AGRWTH","A","2009",1.148236,
"USA","MFP","TOT","AGRWTH","A","2010",1.869064,
"USA","MFP","TOT","AGRWTH","A","2011",-0.216772,
"USA","MFP","TOT","AGRWTH","A","2012",0.120481,
"USA","MFP","TOT","AGRWTH","A","2013",0.075195,
"USA","MFP","TOT","AGRWTH","A","2014",0.343484,
"USA","MFP","TOT","AGRWTH","A","2015",0.832508,
"USA","MFP","TOT","AGRWTH","A","2016",0.055824,
"USA","MFP","TOT","AGRWTH","A","2017",0.690701,
"USA","MFP","TOT","AGRWTH","A","2018",0.864962,
"USA","MFP","TOT","AGRWTH","A","2019",0.741858,
"GRC","MFP","TOT","AGRWTH","A","1990",-0.746807,
"GRC","MFP","TOT","AGRWTH","A","1991",2.687667,
"GRC","MFP","TOT","AGRWTH","A","1992",-1.99606,
"GRC","MFP","TOT","AGRWTH","A","1993",-3.535831,
"GRC","MFP","TOT","AGRWTH","A","1994",1.181266,
"GRC","MFP","TOT","AGRWTH","A","1995",1.362999,
"GRC","MFP","TOT","AGRWTH","A","1996",2.340591,
"GRC","MFP","TOT","AGRWTH","A","1997",3.623319,
"GRC","MFP","TOT","AGRWTH","A","1998",-1.020507,
"GRC","MFP","TOT","AGRWTH","A","1999",1.522954,
"GRC","MFP","TOT","AGRWTH","A","2000",1.763869,
"GRC","MFP","TOT","AGRWTH","A","2001",2.244093,
"GRC","MFP","TOT","AGRWTH","A","2002",0.69567,
"GRC","MFP","TOT","AGRWTH","A","2003",2.920524,
"GRC","MFP","TOT","AGRWTH","A","2004",1.988168,
"GRC","MFP","TOT","AGRWTH","A","2005",-3.055389,
"GRC","MFP","TOT","AGRWTH","A","2006",3.067464,
"GRC","MFP","TOT","AGRWTH","A","2007",0.952257,
"GRC","MFP","TOT","AGRWTH","A","2008",-2.657721,
"GRC","MFP","TOT","AGRWTH","A","2009",-4.2508,
"GRC","MFP","TOT","AGRWTH","A","2010",-2.377777,
"GRC","MFP","TOT","AGRWTH","A","2011",-8.190217,
"GRC","MFP","TOT","AGRWTH","A","2012",-4.673156,
"GRC","MFP","TOT","AGRWTH","A","2013",-1.630706,
"GRC","MFP","TOT","AGRWTH","A","2014",0.761586,
"GRC","MFP","TOT","AGRWTH","A","2015",2.256652,
"GRC","MFP","TOT","AGRWTH","A","2016",-1.981677,
"GRC","MFP","TOT","AGRWTH","A","2017",1.634778,
"GRC","MFP","TOT","AGRWTH","A","2018",1.001182,
"GRC","MFP","TOT","AGRWTH","A","2019",1.577618,
"LUX","MFP","TOT","AGRWTH","A","1996",-1.868623,
"LUX","MFP","TOT","AGRWTH","A","1997",1.798223,
"LUX","MFP","TOT","AGRWTH","A","1998",1.35879,
"LUX","MFP","TOT","AGRWTH","A","1999",2.719349,
"LUX","MFP","TOT","AGRWTH","A","2000",1.722145,
"LUX","MFP","TOT","AGRWTH","A","2001",-2.648647,
"LUX","MFP","TOT","AGRWTH","A","2002",0.670815,
"LUX","MFP","TOT","AGRWTH","A","2003",-0.70063,
"LUX","MFP","TOT","AGRWTH","A","2004",0.740564,
"LUX","MFP","TOT","AGRWTH","A","2005",1.60187,
"LUX","MFP","TOT","AGRWTH","A","2006",1.319272,
"LUX","MFP","TOT","AGRWTH","A","2007",2.817414,
"LUX","MFP","TOT","AGRWTH","A","2008",-6.172016,
"LUX","MFP","TOT","AGRWTH","A","2009",-3.414798,
"LUX","MFP","TOT","AGRWTH","A","2010",2.421046,
"LUX","MFP","TOT","AGRWTH","A","2011",-0.715668,
"LUX","MFP","TOT","AGRWTH","A","2012",-3.119816,
"LUX","MFP","TOT","AGRWTH","A","2013",1.25727,
"LUX","MFP","TOT","AGRWTH","A","2014",0.685078,
"LUX","MFP","TOT","AGRWTH","A","2015",0.835408,
"LUX","MFP","TOT","AGRWTH","A","2016",1.341044,
"LUX","MFP","TOT","AGRWTH","A","2017",-1.391349,
"LUX","MFP","TOT","AGRWTH","A","2018",-0.416267,
"NOR","MFP","TOT","AGRWTH","A","1990",2.578816,
"NOR","MFP","TOT","AGRWTH","A","1991",3.536783,
"NOR","MFP","TOT","AGRWTH","A","1992",3.118109,
"NOR","MFP","TOT","AGRWTH","A","1993",2.315927,
"NOR","MFP","TOT","AGRWTH","A","1994",3.784186,
"NOR","MFP","TOT","AGRWTH","A","1995",3.036796,
"NOR","MFP","TOT","AGRWTH","A","1996",3.05978,
"NOR","MFP","TOT","AGRWTH","A","1997",2.195207,
"NOR","MFP","TOT","AGRWTH","A","1998",-0.622287,
"NOR","MFP","TOT","AGRWTH","A","1999",0.105837,
"NOR","MFP","TOT","AGRWTH","A","2000",2.497349,
"NOR","MFP","TOT","AGRWTH","A","2001",2.110438,
"NOR","MFP","TOT","AGRWTH","A","2002",1.674073,
"NOR","MFP","TOT","AGRWTH","A","2003",2.063656,
"NOR","MFP","TOT","AGRWTH","A","2004",1.795768,
"NOR","MFP","TOT","AGRWTH","A","2005",0.7178,
"NOR","MFP","TOT","AGRWTH","A","2006",-0.80529,
"NOR","MFP","TOT","AGRWTH","A","2007",-1.607128,
"NOR","MFP","TOT","AGRWTH","A","2008",-3.505066,
"NOR","MFP","TOT","AGRWTH","A","2009",-1.443321,
"NOR","MFP","TOT","AGRWTH","A","2010",-0.410505,
"NOR","MFP","TOT","AGRWTH","A","2011",-1.177653,
"NOR","MFP","TOT","AGRWTH","A","2012",0.64769,
"NOR","MFP","TOT","AGRWTH","A","2013",-0.061923,
"NOR","MFP","TOT","AGRWTH","A","2014",0.362798,
"NOR","MFP","TOT","AGRWTH","A","2015",0.958664,
"NOR","MFP","TOT","AGRWTH","A","2016",0.096134,
"NOR","MFP","TOT","AGRWTH","A","2017",1.442382,
"NOR","MFP","TOT","AGRWTH","A","2018",-0.758399,
"AUS","MFP","TOT","IDX2015","A","1985",82.541405,
"AUS","MFP","TOT","IDX2015","A","1986",81.93704,
"AUS","MFP","TOT","IDX2015","A","1987",83.247032,
"AUS","MFP","TOT","IDX2015","A","1988",82.66743,
"AUS","MFP","TOT","IDX2015","A","1989",82.425982,
"AUS","MFP","TOT","IDX2015","A","1990",82.222773,
"AUS","MFP","TOT","IDX2015","A","1991",82.804644,
"AUS","MFP","TOT","IDX2015","A","1992",84.69056,
"AUS","MFP","TOT","IDX2015","A","1993",85.007968,
"AUS","MFP","TOT","IDX2015","A","1994",85.103255,
"AUS","MFP","TOT","IDX2015","A","1995",86.834589,
"AUS","MFP","TOT","IDX2015","A","1996",88.889945,
"AUS","MFP","TOT","IDX2015","A","1997",90.919272,
"AUS","MFP","TOT","IDX2015","A","1998",93.151643,
"AUS","MFP","TOT","IDX2015","A","1999",93.525558,
"AUS","MFP","TOT","IDX2015","A","2000",93.506927,
"AUS","MFP","TOT","IDX2015","A","2001",95.723248,
"AUS","MFP","TOT","IDX2015","A","2002",96.118045,
"AUS","MFP","TOT","IDX2015","A","2003",97.336416,
"AUS","MFP","TOT","IDX2015","A","2004",96.580947,
"AUS","MFP","TOT","IDX2015","A","2005",96.094992,
"AUS","MFP","TOT","IDX2015","A","2006",96.059049,
"AUS","MFP","TOT","IDX2015","A","2007",96.26801,
"AUS","MFP","TOT","IDX2015","A","2008",97.712691,
"AUS","MFP","TOT","IDX2015","A","2009",96.176116,
"AUS","MFP","TOT","IDX2015","A","2010",96.545636,
"AUS","MFP","TOT","IDX2015","A","2011",96.782927,
"AUS","MFP","TOT","IDX2015","A","2012",97.572841,
"AUS","MFP","TOT","IDX2015","A","2013",98.210029,
"AUS","MFP","TOT","IDX2015","A","2014",98.179018,
"AUS","MFP","TOT","IDX2015","A","2015",100,
"AUS","MFP","TOT","IDX2015","A","2016",99.836537,
"AUS","MFP","TOT","IDX2015","A","2017",100.814576,
"AUS","MFP","TOT","IDX2015","A","2018",100.796485,
"AUS","MFP","TOT","IDX2015","A","2019",100.653048,
"AUT","MFP","TOT","IDX2015","A","1996",88.913662,
"AUT","MFP","TOT","IDX2015","A","1997",89.15689,
"AUT","MFP","TOT","IDX2015","A","1998",91.444252,
"AUT","MFP","TOT","IDX2015","A","1999",92.369067,
"AUT","MFP","TOT","IDX2015","A","2000",93.588211,
"AUT","MFP","TOT","IDX2015","A","2001",93.524792,
"AUT","MFP","TOT","IDX2015","A","2002",94.115149,
"AUT","MFP","TOT","IDX2015","A","2003",93.907794,
"AUT","MFP","TOT","IDX2015","A","2004",95.047981,
"AUT","MFP","TOT","IDX2015","A","2005",96.582745,
"AUT","MFP","TOT","IDX2015","A","2006",98.571509,
"AUT","MFP","TOT","IDX2015","A","2007",100.560042,
"AUT","MFP","TOT","IDX2015","A","2008",100.10248,
"AUT","MFP","TOT","IDX2015","A","2009",97.938382,
"AUT","MFP","TOT","IDX2015","A","2010",98.866591,
"AUT","MFP","TOT","IDX2015","A","2011",99.555999,
"AUT","MFP","TOT","IDX2015","A","2012",99.819389,
"AUT","MFP","TOT","IDX2015","A","2013",99.53967,
"AUT","MFP","TOT","IDX2015","A","2014",99.381181,
"AUT","MFP","TOT","IDX2015","A","2015",100,
"AUT","MFP","TOT","IDX2015","A","2016",99.691372,
"AUT","MFP","TOT","IDX2015","A","2017",100.563812,
"AUT","MFP","TOT","IDX2015","A","2018",100.876096,
"AUT","MFP","TOT","IDX2015","A","2019",100.690091,
"BEL","MFP","TOT","IDX2015","A","1985",87.909445,
"BEL","MFP","TOT","IDX2015","A","1986",88.651905,
"BEL","MFP","TOT","IDX2015","A","1987",89.670745,
"BEL","MFP","TOT","IDX2015","A","1988",91.831774,
"BEL","MFP","TOT","IDX2015","A","1989",92.92387,
"BEL","MFP","TOT","IDX2015","A","1990",93.06666,
"BEL","MFP","TOT","IDX2015","A","1991",94.844749,
"BEL","MFP","TOT","IDX2015","A","1992",96.189453,
"BEL","MFP","TOT","IDX2015","A","1993",96.414024,
"BEL","MFP","TOT","IDX2015","A","1994",98.538021,
"BEL","MFP","TOT","IDX2015","A","1995",97.857856,
"BEL","MFP","TOT","IDX2015","A","1996",97.624337,
"BEL","MFP","TOT","IDX2015","A","1997",99.073585,
"BEL","MFP","TOT","IDX2015","A","1998",98.684405,
"BEL","MFP","TOT","IDX2015","A","1999",99.655964,
"BEL","MFP","TOT","IDX2015","A","2000",99.618629,
"BEL","MFP","TOT","IDX2015","A","2001",98.507483,
"BEL","MFP","TOT","IDX2015","A","2002",98.161281,
"BEL","MFP","TOT","IDX2015","A","2003",97.935518,
"BEL","MFP","TOT","IDX2015","A","2004",100.015874,
"BEL","MFP","TOT","IDX2015","A","2005",100.512217,
"BEL","MFP","TOT","IDX2015","A","2006",100.427376,
"BEL","MFP","TOT","IDX2015","A","2007",101.531298,
"BEL","MFP","TOT","IDX2015","A","2008",100.044596,
"BEL","MFP","TOT","IDX2015","A","2009",98.166454,
"BEL","MFP","TOT","IDX2015","A","2010",99.185756,
"BEL","MFP","TOT","IDX2015","A","2011",98.274551,
"BEL","MFP","TOT","IDX2015","A","2012",98.125819,
"BEL","MFP","TOT","IDX2015","A","2013",98.292383,
"BEL","MFP","TOT","IDX2015","A","2014",99.078492,
"BEL","MFP","TOT","IDX2015","A","2015",100,
"BEL","MFP","TOT","IDX2015","A","2016",99.647721,
"BEL","MFP","TOT","IDX2015","A","2017",99.162141,
"BEL","MFP","TOT","IDX2015","A","2018",99.047747,
"BEL","MFP","TOT","IDX2015","A","2019",99.07301,
"CAN","MFP","TOT","IDX2015","A","1985",87.065802,
"CAN","MFP","TOT","IDX2015","A","1986",86.223116,
"CAN","MFP","TOT","IDX2015","A","1987",86.630701,
"CAN","MFP","TOT","IDX2015","A","1988",87.248635,
"CAN","MFP","TOT","IDX2015","A","1989",86.95687,
"CAN","MFP","TOT","IDX2015","A","1990",86.039919,
"CAN","MFP","TOT","IDX2015","A","1991",85.27159,
"CAN","MFP","TOT","IDX2015","A","1992",86.149525,
"CAN","MFP","TOT","IDX2015","A","1993",87.467316,
"CAN","MFP","TOT","IDX2015","A","1994",89.089913,
"CAN","MFP","TOT","IDX2015","A","1995",89.824574,
"CAN","MFP","TOT","IDX2015","A","1996",89.306586,
"CAN","MFP","TOT","IDX2015","A","1997",90.549456,
"CAN","MFP","TOT","IDX2015","A","1998",91.633401,
"CAN","MFP","TOT","IDX2015","A","1999",93.448053,
"CAN","MFP","TOT","IDX2015","A","2000",95.684028,
"CAN","MFP","TOT","IDX2015","A","2001",96.143561,
"CAN","MFP","TOT","IDX2015","A","2002",97.192799,
"CAN","MFP","TOT","IDX2015","A","2003",96.912151,
"CAN","MFP","TOT","IDX2015","A","2004",97.255394,
"CAN","MFP","TOT","IDX2015","A","2005",98.421571,
"CAN","MFP","TOT","IDX2015","A","2006",98.622107,
"CAN","MFP","TOT","IDX2015","A","2007",97.963184,
"CAN","MFP","TOT","IDX2015","A","2008",96.964688,
"CAN","MFP","TOT","IDX2015","A","2009",96.023249,
"CAN","MFP","TOT","IDX2015","A","2010",96.793006,
"CAN","MFP","TOT","IDX2015","A","2011",97.990489,
"CAN","MFP","TOT","IDX2015","A","2012",97.801543,
"CAN","MFP","TOT","IDX2015","A","2013",98.631461,
"CAN","MFP","TOT","IDX2015","A","2014",100.530133,
"CAN","MFP","TOT","IDX2015","A","2015",100,
"CAN","MFP","TOT","IDX2015","A","2016",100.160885,
"CAN","MFP","TOT","IDX2015","A","2017",101.870609,
"CAN","MFP","TOT","IDX2015","A","2018",102.356395,
"CAN","MFP","TOT","IDX2015","A","2019",102.95939,
"DNK","MFP","TOT","IDX2015","A","1985",86.539728,
"DNK","MFP","TOT","IDX2015","A","1986",87.60214,
"DNK","MFP","TOT","IDX2015","A","1987",87.542835,
"DNK","MFP","TOT","IDX2015","A","1988",87.642825,
"DNK","MFP","TOT","IDX2015","A","1989",87.886026,
"DNK","MFP","TOT","IDX2015","A","1990",88.938619,
"DNK","MFP","TOT","IDX2015","A","1991",89.840032,
"DNK","MFP","TOT","IDX2015","A","1992",90.478516,
"DNK","MFP","TOT","IDX2015","A","1993",90.805513,
